Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28049 Coslada;2804904 Coslada distrito 04;2804904002 Coslada sección 04002;Renta neta media por persona;2023;13.406
28050 Cubas de la Sagra;2805001 Cubas de la Sagra distrito 01;2805001001 Cubas de la Sagra sección 01001;Renta neta media por persona;2023;15.129
28050 Cubas de la Sagra;2805001 Cubas de la Sagra distrito 01;2805001002 Cubas de la Sagra sección 01002;Renta neta media por persona;2023;14.216
28050 Cubas de la Sagra;2805001 Cubas de la Sagra distrito 01;2805001003 Cubas de la Sagra sección 01003;Renta neta media por persona;2023;15.744
28051 Chapinería;2805101 Chapinería distrito 01;2805101001 Chapinería sección 01001;Renta neta media por persona;2023;14.037
28052 Chinchón;2805201 Chinchón distrito 01;2805201001 Chinchón sección 01001;Renta neta media por persona;2023;12.876
28052 Chinchón;2805201 Chinchón distrito 01;2805201002 Chinchón sección 01002;Renta neta media por persona;2023;13.170
28052 Chinchón;2805201 Chinchón distrito 01;2805201003 Chinchón sección 01003;Renta neta media por persona;2023;13.188
28053 Daganzo de Arriba;2805301 Daganzo de Arriba distrito 01;2805301001 Daganzo de Arriba sección 01001;Renta neta media por persona;2023;15.760
28053 Daganzo de Arriba;2805301 Daganzo de Arriba distrito 01;2805301002 Daganzo de Arriba sección 01002;Renta neta media por persona;2023;18.369
28053 Daganzo de Arriba;2805301 Daganzo de Arriba distrito 01;2805301003 Daganzo de Arriba sección 01003;Renta neta media por persona;2023;18.803
28053 Daganzo de Arriba;2805301 Daganzo de Arriba distrito 01;2805301004 Daganzo de Arriba sección 01004;Renta neta media por persona;2023;16.818
28054 Escorial, El;2805401 Escorial, El distrito 01;2805401001 Escorial, El sección 01001;Renta neta media por persona;2023;14.233
28054 Escorial, El;2805401 Escorial, El distrito 01;2805401002 Escorial, El sección 01002;Renta neta media por persona;2023;13.516
28054 Escorial, El;2805401 Escorial, El distrito 01;2805401003 Escorial, El sección 01003;Renta neta media por persona;2023;17.932
28054 Escorial, El;2805401 Escorial, El distrito 01;2805401004 Escorial, El sección 01004;Renta neta media por persona;2023;20.286
28054 Escorial, El;2805402 Escorial, El distrito 02;2805402001 Escorial, El sección 02001;Renta neta media por persona;2023;18.636
28054 Escorial, El;2805402 Escorial, El distrito 02;2805402002 Escorial, El sección 02002;Renta neta media por persona;2023;18.487
28054 Escorial, El;2805402 Escorial, El distrito 02;2805402003 Escorial, El sección 02003;Renta neta media por persona;2023;20.927
28054 Escorial, El;2805402 Escorial, El distrito 02;2805402004 Escorial, El sección 02004;Renta neta media por persona;2023;19.321
28054 Escorial, El;2805402 Escorial, El distrito 02;2805402005 Escorial, El sección 02005;Renta neta media por persona;2023;18.034
28055 Estremera;2805501 Estremera distrito 01;2805501001 Estremera sección 01001;Renta neta media por persona;2023;12.029
28056 Fresnedillas de la Oliva;2805601 Fresnedillas de la Oliva distrito 01;2805601001 Fresnedillas de la Oliva sección 01001;Renta neta media por persona;2023;12.542
28057 Fresno de Torote;2805701 Fresno de Torote distrito 01;2805701001 Fresno de Torote sección 01001;Renta neta media por persona;2023;15.092
28058 Fuenlabrada;2805801 Fuenlabrada distrito 01;2805801002 Fuenlabrada sección 01002;Renta neta media por persona;2023;11.445
28058 Fuenlabrada;2805801 Fuenlabrada distrito 01;2805801003 Fuenlabrada sección 01003;Renta neta media por persona;2023;11.576
28058 Fuenlabrada;2805801 Fuenlabrada distrito 01;2805801004 Fuenlabrada sección 01004;Renta neta media por persona;2023;12.907
28058 Fuenlabrada;2805801 Fuenlabrada distrito 01;2805801005 Fuenlabrada sección 01005;Renta neta media por persona;2023;12.217
28058 Fuenlabrada;2805801 Fuenlabrada distrito 01;2805801006 Fuenlabrada sección 01006;Renta neta media por persona;2023;11.279
28058 Fuenlabrada;2805801 Fuenlabrada distrito 01;2805801007 Fuenlabrada sección 01007;Renta neta media por persona;2023;11.320
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802001 Fuenlabrada sección 02001;Renta neta media por persona;2023;12.843
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802002 Fuenlabrada sección 02002;Renta neta media por persona;2023;13.657
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802003 Fuenlabrada sección 02003;Renta neta media por persona;2023;12.456
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802004 Fuenlabrada sección 02004;Renta neta media por persona;2023;15.289
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802005 Fuenlabrada sección 02005;Renta neta media por persona;2023;12.190
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802006 Fuenlabrada sección 02006;Renta neta media por persona;2023;12.258
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802007 Fuenlabrada sección 02007;Renta neta media por persona;2023;11.373
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802008 Fuenlabrada sección 02008;Renta neta media por persona;2023;11.104
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802009 Fuenlabrada sección 02009;Renta neta media por persona;2023;13.380
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802010 Fuenlabrada sección 02010;Renta neta media por persona;2023;13.274
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802011 Fuenlabrada sección 02011;Renta neta media por persona;2023;12.749
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802012 Fuenlabrada sección 02012;Renta neta media por persona;2023;12.482
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802013 Fuenlabrada sección 02013;Renta neta media por persona;2023;14.704
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802014 Fuenlabrada sección 02014;Renta neta media por persona;2023;14.819
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802015 Fuenlabrada sección 02015;Renta neta media por persona;2023;16.196
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802016 Fuenlabrada sección 02016;Renta neta media por persona;2023;12.376
28058 Fuenlabrada;2805802 Fuenlabrada distrito 02;2805802017 Fuenlabrada sección 02017;Renta neta media por persona;2023;13.613
28058 Fuenlabrada;2805803 Fuenlabrada distrito 03;2805803001 Fuenlabrada sección 03001;Renta neta media por persona;2023;12.645
28058 Fuenlabrada;2805803 Fuenlabrada distrito 03;2805803002 Fuenlabrada sección 03002;Renta neta media por persona;2023;13.303
28058 Fuenlabrada;2805803 Fuenlabrada distrito 03;2805803003 Fuenlabrada sección 03003;Renta neta media por persona;2023;10.552
28058 Fuenlabrada;2805803 Fuenlabrada distrito 03;2805803004 Fuenlabrada sección 03004;Renta neta media por persona;2023;11.902
28058 Fuenlabrada;2805803 Fuenlabrada distrito 03;2805803005 Fuenlabrada sección 03005;Renta neta media por persona;2023;12.138
28058 Fuenlabrada;2805803 Fuenlabrada distrito 03;2805803006 Fuenlabrada sección 03006;Renta neta media por persona;2023;12.030
28058 Fuenlabrada;2805803 Fuenlabrada distrito 03;2805803007 Fuenlabrada sección 03007;Renta neta media por persona;2023;11.309
28058 Fuenlabrada;2805803 Fuenlabrada distrito 03;2805803008 Fuenlabrada sección 03008;Renta neta media por persona;2023;14.650
28058 Fuenlabrada;2805803 Fuenlabrada distrito 03;2805803009 Fuenlabrada sección 03009;Renta neta media por persona;2023;14.153
28058 Fuenlabrada;2805803 Fuenlabrada distrito 03;2805803010 Fuenlabrada sección 03010;Renta neta media por persona;2023;13.345
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804001 Fuenlabrada sección 04001;Renta neta media por persona;2023;10.059
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804002 Fuenlabrada sección 04002;Renta neta media por persona;2023;12.024
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804003 Fuenlabrada sección 04003;Renta neta media por persona;2023;12.665
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804004 Fuenlabrada sección 04004;Renta neta media por persona;2023;11.747
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804005 Fuenlabrada sección 04005;Renta neta media por persona;2023;12.103
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804006 Fuenlabrada sección 04006;Renta neta media por persona;2023;12.775
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804007 Fuenlabrada sección 04007;Renta neta media por persona;2023;14.153
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804008 Fuenlabrada sección 04008;Renta neta media por persona;2023;13.082
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804009 Fuenlabrada sección 04009;Renta neta media por persona;2023;11.612
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804010 Fuenlabrada sección 04010;Renta neta media por persona;2023;11.353
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804011 Fuenlabrada sección 04011;Renta neta media por persona;2023;11.409
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804012 Fuenlabrada sección 04012;Renta neta media por persona;2023;9.663
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804013 Fuenlabrada sección 04013;Renta neta media por persona;2023;12.507
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804014 Fuenlabrada sección 04014;Renta neta media por persona;2023;13.745
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804015 Fuenlabrada sección 04015;Renta neta media por persona;2023;14.858
28058 Fuenlabrada;2805804 Fuenlabrada distrito 04;2805804016 Fuenlabrada sección 04016;Renta neta media por persona;2023;14.771
28058 Fuenlabrada;2805805 Fuenlabrada distrito 05;2805805001 Fuenlabrada sección 05001;Renta neta media por persona;2023;13.808
28058 Fuenlabrada;2805805 Fuenlabrada distrito 05;2805805002 Fuenlabrada sección 05002;Renta neta media por persona;2023;13.205
28058 Fuenlabrada;2805805 Fuenlabrada distrito 05;2805805003 Fuenlabrada sección 05003;Renta neta media por persona;2023;12.133
28058 Fuenlabrada;2805805 Fuenlabrada distrito 05;2805805004 Fuenlabrada sección 05004;Renta neta media por persona;2023;14.430
28058 Fuenlabrada;2805805 Fuenlabrada distrito 05;2805805005 Fuenlabrada sección 05005;Renta neta media por persona;2023;10.860
28058 Fuenlabrada;2805805 Fuenlabrada distrito 05;2805805006 Fuenlabrada sección 05006;Renta neta media por persona;2023;12.166
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806001 Fuenlabrada sección 06001;Renta neta media por persona;2023;14.310
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806002 Fuenlabrada sección 06002;Renta neta media por persona;2023;14.417
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806003 Fuenlabrada sección 06003;Renta neta media por persona;2023;13.565
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806004 Fuenlabrada sección 06004;Renta neta media por persona;2023;14.294
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806005 Fuenlabrada sección 06005;Renta neta media por persona;2023;13.455
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806006 Fuenlabrada sección 06006;Renta neta media por persona;2023;14.547
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806007 Fuenlabrada sección 06007;Renta neta media por persona;2023;13.383
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806008 Fuenlabrada sección 06008;Renta neta media por persona;2023;13.866
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806009 Fuenlabrada sección 06009;Renta neta media por persona;2023;13.207
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806010 Fuenlabrada sección 06010;Renta neta media por persona;2023;12.730
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806011 Fuenlabrada sección 06011;Renta neta media por persona;2023;12.686
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806012 Fuenlabrada sección 06012;Renta neta media por persona;2023;12.182
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806013 Fuenlabrada sección 06013;Renta neta media por persona;2023;11.986
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806014 Fuenlabrada sección 06014;Renta neta media por persona;2023;16.077
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806015 Fuenlabrada sección 06015;Renta neta media por persona;2023;15.312
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806016 Fuenlabrada sección 06016;Renta neta media por persona;2023;16.962
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806017 Fuenlabrada sección 06017;Renta neta media por persona;2023;13.902
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806018 Fuenlabrada sección 06018;Renta neta media por persona;2023;15.196
28058 Fuenlabrada;2805806 Fuenlabrada distrito 06;2805806019 Fuenlabrada sección 06019;Renta neta media por persona;2023;16.355
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807001 Fuenlabrada sección 07001;Renta neta media por persona;2023;11.178
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807002 Fuenlabrada sección 07002;Renta neta media por persona;2023;13.149
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807003 Fuenlabrada sección 07003;Renta neta media por persona;2023;13.455
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807004 Fuenlabrada sección 07004;Renta neta media por persona;2023;12.653
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807005 Fuenlabrada sección 07005;Renta neta media por persona;2023;13.000
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807006 Fuenlabrada sección 07006;Renta neta media por persona;2023;13.688
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807007 Fuenlabrada sección 07007;Renta neta media por persona;2023;19.191
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807008 Fuenlabrada sección 07008;Renta neta media por persona;2023;13.477
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807009 Fuenlabrada sección 07009;Renta neta media por persona;2023;13.144
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807010 Fuenlabrada sección 07010;Renta neta media por persona;2023;13.738
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807011 Fuenlabrada sección 07011;Renta neta media por persona;2023;13.682
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807012 Fuenlabrada sección 07012;Renta neta media por persona;2023;13.129
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807013 Fuenlabrada sección 07013;Renta neta media por persona;2023;12.250
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807014 Fuenlabrada sección 07014;Renta neta media por persona;2023;15.408
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807015 Fuenlabrada sección 07015;Renta neta media por persona;2023;17.584
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807016 Fuenlabrada sección 07016;Renta neta media por persona;2023;17.040
28058 Fuenlabrada;2805807 Fuenlabrada distrito 07;2805807017 Fuenlabrada sección 07017;Renta neta media por persona;2023;16.673
